RN,LATITUDE,LONGITUDE,ACCOUNT,REGION,COMPANY,SITE,REPORTING_YEAR,COUNTY,SIC,SIC_DESCRIPTION,CO_TPY,NOX_TPY,Pb_TPY,PM10_TPY,PM2_5_TPY,SO2_TPY,VOC_TPY
RN105231831,29.85569962,-94.99964949,HGA104Z,12,LONE STAR NGL MONT BELVIEU LP,MONT BELVIEU PRODUCTS TERMINAL,2016,HARRIS,4613,REFINED PETROLEUM PIPELINES,0.7119,0.6815,0,0.0533,0.0533,0.009,13.7624
RN105147433,29.65173121,-95.06562654,HGA120P,12,AIR LIQUIDE LARGE INDUSTRIES US LP,LA PORTE SMR,2016,HARRIS,2813,INDUSTRIAL GASES,24.118,15.744,0,18.8573,17.1773,0.2292,16.2361
RN105460323,29.96802953,-95.25256336,HGA127W,12,HOUSTON PLATING & COATINGS LLC,HOUSTON PLATING & COATINGS,2016,HARRIS,3471,PLATING AND POLISHING,1.1186,1.3318,0,0.1147,0.1147,0.0076,7.1349
RN106128457,29.76245114,-95.14113056,HGA137G,12,ENTERPRISE PRODUCTS OPERATING LLC,APPELT TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,0.039,0.003,0,1.18,1.18,0,35.4631
RN105500250,29.89912251,-95.32074231,HGA138H,12,NAILOR INDUSTRIES INC,NAILOR INDUSTRIES HOUSTON FACILITY,2016,HARRIS,3444,SHEET METAL WORK,5.6148,6.7106,0,2.7262,2.7262,0.0685,7.0608
RN106587009,29.75213345,-95.18454013,HGA140J,12,CARBON SILICA PARTNERS LP,DIAMOND FIBERGLASS HOUSTON PLANT,2016,HARRIS,3089,"PLASTICS PRODUCTS, NEC",0,0,0,0,0,0,0
RN102918455,29.78704839,-95.54906415,HGA143M,12,SOUTHWEST PRECISION PRINTERS & ASSOCIATES LP,SOUTHWEST PRECISION PRINTERS & ASSOCIATES,2016,HARRIS,2752,COMMERCIAL PRINTING LITHOGRAPH,0,0,0,0,0,0,16.452
RN102150570,29.86861293,-95.60843418,HGA144N,12,DRIL-QUIP INC,DRIL-QUIP HOUSTON FACILITY,2016,HARRIS,3533,OIL AND GAS FIELD MACHINERY,17.1565,10.6832,0,1.5519,1.5519,0.1225,9.5703
RN106155849,29.64630628,-95.04675577,HGA145O,12,KURARAY AMERICA INC,PVA PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,10.7026,2.413,0,0.8427,0.5079,0.0147,8.6653
RN106591548,29.98988445,-95.41450191,HGA146P,12,CLOCK SPRING COMPANY LP,CLOCK SPRING,2016,HARRIS,3089,"PLASTICS PRODUCTS, NEC",0,0,0,0,0,0,3.4939
RN107305922,29.70265454,-95.03610231,HGA147Q,12,KURARAY AMERICA INC,LA PORTE PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",61.6532,12.0417,0,0.0596,0.0143,0.2004,103.9118
RN107305922,29.70265454,-95.03610231,HGA147Q,12,KURARAY AMERICA INC,LA PORTE PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",61.6532,12.0417,0,0.0596,0.0143,0.2004,103.9118
RN108202599,29.70266291,-95.03569958,HGA151U,12,CHEMOURS COMPANY FC LLC,CHEMOURS LA PORTE PLANT,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,0.7227,13.8965,0,1.5549,0.3497,142.1791,0.1116
RN106629652,29.60387849,-95.01688934,HGA152V,12,TOTAL PETROCHEMICALS AND REFINING USA INC,TOTAL SPECIALTIES USA BAYPORT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",0.0048,1.2637,0,0.3213,0.3213,0.0024,1.8337
RN106119175,29.74338546,-95.16842202,HGA153W,12,INTERCONTINENTAL TERMINALS COMPANY LLC,ITC PASADENA TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,9.0332,7.5683,0,0.9137,0.9137,0.072,14.5531
RN107800641,29.62115451,-95.06672975,HGA154X,12,KOCH PIPELINE COMPANY LP,PROPYLENE AND ETHYLENE PIPELINE EQUIPMENT,2016,HARRIS,4613,REFINED PETROLEUM PIPELINES,0.1439,0.0721,0,0,0,0,10.5314
RN107867848,29.72378586,-95.07420913,HGA155Y,12,KOCH PIPELINE COMPANY LP,ETHYLENE PIPELINE EQUIPMENT,2016,HARRIS,4613,REFINED PETROLEUM PIPELINES,0.1057,0.053,0,0,0,0,24.2002
RN107829632,29.6270797,-95.05661214,HGA156Z,12,KOCH PIPELINE COMPANY LP,ETHYLENE PIPELINE EQUIPMENT,2016,HARRIS,4613,REFINED PETROLEUM PIPELINES,0.0022,0.0011,0,0,0,0,22.6039
RN107442121,29.75226887,-95.12389306,HGA157A,12,PETROMAX REFINING COMPANY LLC,PETROMAX SHELDON RD,2016,HARRIS,1321,NATURAL GAS LIQUIDS,37.5387,18.7,0,3.3197,3.3197,0.7237,17.7725
RN109290692,29.71846837,-95.25341732,HGA164H,12,VALERO ENERGY PARTNERS LP,VALERO PARTNERS HOUSTON,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,108.177
RN107822124,29.74144625,-95.56211709,HGA168L,12,PHILLIPS 66 COMPANY,PHILLIPS 66 HEADQUARTERS,2016,HARRIS,6512,NONRESIDENTIAL BUILDING OPERATORS,1.465,12.82,0,24.178,24.178,0.284,1.067
RN101058824,29.60618485,-95.06040486,HGA171O,12,OXITENO USA LLC,OXITENO PASADENA PLANT,2016,HARRIS,2843,SURFACE ACTIVE AGENTS,5.0348,6.1135,0,0.7766,0.7766,0.8601,7.4433
RN102558939,32.47241247,-94.07115833,HH0005S,5,WASKOM GAS PROCESSING COMPANY,WASKOM GAS PROCESSING PLANT,2016,HARRISON,1321,NATURAL GAS LIQUIDS,73.9654,106.5154,0,5.0902,5.0902,0.8913,32.2967
RN102609724,32.5361165,-94.39654025,HH0019H,5,CABOT NORIT AMERICAS INC,MARSHALL PLANT,2016,HARRISON,2819,INDUSTRIAL INORGANIC CHEMICALS,97.41,214.4275,0.0186,96.3701,43.3414,273.3373,15.601
RN100229111,32.40540148,-94.42953981,HH0031R,5,NATURAL GAS PIPELINE CO OF AMERICA LLC,STATION 304,2016,HARRISON,4922,NATURAL GAS TRANSMISSION,6.882,55.4522,0,0.8533,0.8533,0.011,5.9146
RN100211671,32.58886934,-94.37083374,HH0036H,5,SNIDER INDUSTRIES LLP,SNIDER INDUSTRIES SAWMILL,2016,HARRISON,2421,SAWMILLS & PLANING MILLS GENERAL,34.3915,34.431,0.0155,47.6197,13.6105,2.7461,54.6795
RN100214287,32.46863554,-94.47436607,HH0037F,5,SOUTHWESTERN ELECTRIC POWER COMPANY,AEP PIRKEY POWER PLANT,2016,HARRISON,4911,ELECTRIC SERVICES,4922.91,4214,0.0295,227.5878,98,4441,64.9433
RN103080966,32.4666242,-94.07082313,HH0041O,5,SUNOCO PARTNERS MARKETING & TERMINALS LP,WASKOM TERMINAL,2016,HARRISON,5171,PETROLEUM BULK STATIONS & TERMINALS,0.3597,0.1079,0,0,0,0,29.2442
RN100219815,32.43615729,-94.70253339,HH0042M,5,EASTMAN CHEMICAL COMPANY,TEXAS OPERATIONS,2016,HARRISON,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",1018.4989,1467.1447,0.0226,119.4307,85.5662,26.7213,1686.7746
RN102498714,32.60371153,-94.3475728,HH0043K,5,PERGAN MARSHALL LLC,PERGAN MARSHALL,2016,HARRISON,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2.7996,3.771,0,0.4737,0.4379,0.2568,15.7002
RN100219997,32.52314403,-94.31355289,HH0046E,5,REPUBLIC NATIONAL INDUSTRIES OF TEXAS LP,REPUBLIC INDUSTRIES,2016,HARRISON,2434,WOOD KITCHEN CABINETS,0.6516,0.7757,0,1.9349,1.9338,0,105.8555
RN100225614,32.60052253,-94.66628899,HH0067T,5,NATURAL GAS PIPELINE CO OF AMERICA LLC,STATION 388,2016,HARRISON,4922,NATURAL GAS TRANSMISSION,13.1446,8.0242,0,0.1998,0.1998,0.0316,4.9818
RN101618759,32.43518769,-94.71588346,HH0171A,5,FLINT HILLS RESOURCES LONGVIEW LLC,LONGVIEW FACILITY,2016,HARRISON,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,63.3982,7.5279,0,26.9093,26.9093,0.0154,113.244
RN100542695,32.43615729,-94.70253339,HH0229R,5,EASTMAN COGENERATION LP,EASTMAN COGENERATION FACILITY,2016,HARRISON,4931,ELECTRIC AND OTHER SERVICES COMBINED,110.9514,288.5637,0,50.578,49.4,6.6131,0.5236
RN101061927,32.39704138,-94.44215105,HH0242C,5,EAST TEXAS ELECTRIC COOPERATIVE INC,HARRISON COUNTY POWER PROJECT,2016,HARRISON,4911,ELECTRIC SERVICES,98.2106,137.7949,0,80.3182,80.3182,5.297,38.6234
RN101925592,32.45284644,-94.68395575,HH0253U,5,AIR LIQUIDE AMERICA LP,LONGVIEW POX ASU PLT,2016,HARRISON,2813,INDUSTRIAL GASES,42.0364,23.9342,0,6.8991,6.8991,0.64,7.0045
RN105138721,32.45284634,-94.68396527,HHA004D,5,WESTLAKE LONGVIEW CORPORATION,WESTLAKE LONGVIEW,2016,HARRISON,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,123.9453,697.4106,0,14.1647,12.7361,0.3639,546.0545
RN109220137,36.0801537,-102.8752365,HIA001A,1,BLAINE LARSEN FARMS INC,LARSEN FARMS POWER GENERATING FACILITY PLANT 1,2016,HARTLEY,4911,ELECTRIC SERVICES,5.1027,60.983,0,0.3531,0.3531,4.0359,7.6469
RN102597846,30.05776487,-97.85191335,HK0014M,11,TEXAS LEHIGH CEMENT COMPANY LP,TEXAS LEHIGH CEMENT,2016,HAYS,3241,"CEMENT, HYDRAULIC",3683.0338,2257.338,0.0042,331.0144,146.1417,1123.8895,188.5232
RN100211689,29.77889478,-97.99102071,HK0108C,11,HAYS ENERGY LLC,HAYS ENERGY FACILITY,2016,HAYS,4911,ELECTRIC SERVICES,424.9941,194.7169,0,123.1474,123.1474,8.9933,77.4098
RN102520624,35.73589139,-100.4876447,HL0019O,1,ETC FIELD SERVICES LLC,PHOENIX-ARRINGTON RANCH GAS PLANT,2016,HEMPHILL,1321,NATURAL GAS LIQUIDS,8.8402,28.3853,0,1.0368,1.0368,0.0554,7.1449
RN104377981,35.7687295,-100.379583,HLA007G,1,SUPERIOR PIPELINE TEXAS LLC,HOBART GAS PLANT,2016,HEMPHILL,1321,NATURAL GAS LIQUIDS,53.57,133.762,0,5.0612,5.0612,0.3054,101.8556
RN103048278,32.2080815,-95.82391164,HM0003S,5,MERIDIAN BRICK LLC,ATHENS FACILITY,2016,HENDERSON,3251,BRICK AND STRUCTURAL CLAY TILE,15.9173,5.8967,0,22.8723,15.2295,41.778,2.0812
RN100226091,32.12899886,-96.082306,HM0011T,5,ENBRIDGE G & P EAST TEXAS LP,TRINIDAD GAS PLANT,2016,HENDERSON,1321,NATURAL GAS LIQUIDS,23.1709,27.5829,0,3.2392,2.9576,0.2118,26.925
RN102176377,32.27804709,-96.03730411,HM0014N,5,MAJOR MIDSTREAM OPERATING PARTNERS LLC,EUSTACE PLANT,2016,HENDERSON,1321,NATURAL GAS LIQUIDS,230.2254,58.1523,0,2.7246,2.7246,88.2075,7.2407
RN100221993,32.16708169,-96.01498377,HM0016J,5,ACME BRICK COMPANY,TEXAS CLAY,2016,HENDERSON,3251,BRICK AND STRUCTURAL CLAY TILE,203.1207,18.3368,0,49.805,0.0474,176.8187,6.824
RN101943868,32.13059602,-96.09153582,HM0017H,5,LUMINANT GENERATION COMPANY LLC,TRINIDAD STEAM ELEC STATION,2016,HENDERSON,4911,ELECTRIC SERVICES,3.1822,24.8931,0,1.0099,1.0091,0.117,0.7341
RN102217734,26.3837463,-98.13062045,HN0018R,15,CITY OF EDINBURG,EDINBURG REGIONAL DISPOSAL FACILITY,2016,HIDALGO,4953,REFUSE SYSTEMS,17.87,3.32,0,12.672,7.782,6.312,3.715
RN102344645,26.23588973,-98.39213087,HN0403K,15,FRONTERA GENERATION LP,FRONTERA ENERGY CENTER,2016,HIDALGO,4911,ELECTRIC SERVICES,21.421,247.8973,0,85.9496,82.6868,5.8127,14.8269
RN100209576,26.34032861,-98.18812356,HN0405G,15,CALPINE CONSTRUCTION FINANCE COMPANY LP,MAGIC VALLEY GENERATING STATION,2016,HIDALGO,4911,ELECTRIC SERVICES,396.0219,154.0001,0,64.7101,64.7101,6.89,0.6091
RN100224989,26.34107125,-98.17092205,HN0406E,15,CALPINE HIDALGO ENERGY CENTER LP,HIDALGO ENERGY CENTER,2016,HIDALGO,4911,ELECTRIC SERVICES,55.7147,318.7003,0,58.216,58.216,5.9432,11.7651
RN105975080,26.14879803,-98.27951241,HNA023W,15,REGAL-BELOIT CORPORATION,RBC MANUFACTURING,2016,HIDALGO,3363,ALUMINUM DIE-CASTINGS,150.8894,17.5868,0,7.4404,6.4304,0.1554,14.842
RN106534407,26.47028812,-98.26200384,HNA026Z,15,SOUTH TEXAS ELECTRIC COOPERATIVE INC,RED GATE POWER PLANT,2016,HIDALGO,4911,ELECTRIC SERVICES,0.188,2.1052,0,0.7153,0.7147,0,0.6206
RN100213412,32.18454861,-97.10134717,HO0055A,9,ITASCA LANDFILL TX LP,ITASCA LANDFILL,2016,HILL,4953,REFUSE SYSTEMS,7.1,1.56,0,15.72,7.025,0.12,16.781
RN100664812,32.40581333,-97.69747539,HQ0012T,4,LUMINANT GENERATION COMPANY LLC,DECORDOVA STEAM ELECTRIC STATION,2016,HOOD,4911,ELECTRIC SERVICES,0.0998,29.7833,0,0.9394,0.9392,0.5779,4.0714
RN102565850,32.33187792,-97.7434279,HQ0055B,4,ENTERPRISE  PRODUCTS  OPERATING  LLC,DECORDOVA COMPRESSOR,2016,HOOD,1311,CRUDE PETROLEUM & NATURAL GAS,7.3157,78.2092,0,1.538,1.538,0.792,1.2303
RN100219195,32.3331313,-97.73347624,HQ0112O,4,WOLF HOLLOW I POWER LLC,WOLF HOLLOW I,2016,HOOD,4911,ELECTRIC SERVICES,92.3652,294.3146,0,95.0355,95.0355,7.0807,0.62
RN104600754,32.33363603,-97.68066897,HQA001A,4,COWTOWN GAS PROCESSING PARTNERS LP,COWTOWN GAS PROCESSING PLANT,2016,HOOD,1311,CRUDE PETROLEUM & NATURAL GAS,27.9505,110.8443,0,11.1482,11.1482,1.1112,94.6055
RN104658273,32.34075933,-97.88815867,HQA002B,4,DCP OPERATING COMPANY LP,TOLAR GAS PLANT,2016,HOOD,4922,NATURAL GAS TRANSMISSION,1.1303,1.1365,0,0.0258,0.0258,0.0008,30.4456
RN105471551,32.44848971,-97.63595624,HQA006F,4,COWTOWN GAS PROCESSING PARTNERS LP,CORVETTE GAS PROCESSING PLANT,2016,HOOD,1321,NATURAL GAS LIQUIDS,32.1752,49.7017,0,2.9123,2.9123,0.172,62.6335
RN104760558,32.53582164,-97.62463025,HQA031D,4,EMPIRE PIPELINE CORP,CRESSON COMPRESOR STATION,2016,HOOD,1311,CRUDE PETROLEUM & NATURAL GAS,22.0305,12.8567,0,1.2036,1.2036,0.0441,8.7762
RN102448792,31.50349541,-95.48005339,HS0017K,10,NUCOR CORPORATION,NUCOR VULCRAFT GRAPELAND DIVISION,2016,HOUSTON,3441,FABRICATED STRUCTURAL METAL,0.9505,1.1314,0,0.4491,0.4491,0.0068,55.0035
RN102738374,31.51225215,-95.52657608,HS0018I,10,ENBRIDGE G & P EAST TEXAS LP,GRAPELAND FACILITY,2016,HOUSTON,1321,NATURAL GAS LIQUIDS,13.0259,14.3981,0,0.8147,0.53,0.065,5.4335
RN100250869,32.26717168,-101.4211131,HT0011Q,7,ALON USA LP,BIG SPRING REFINERY,2016,HOWARD,2911,PETROLEUM REFINING,345.505,699.5143,0.0034,160.3238,145.9234,721.7627,312.3604
RN100226026,32.27250679,-101.405073,HT0027B,7,SID RICHARDSON CARBON  LTD,BIG SPRING CARBON BLACK PLANT,2016,HOWARD,2895,CARBON BLACK,3324.934,526.9965,0,66.7833,5.2977,6042.9037,33.5861
RN103060380,32.22929901,-101.5068976,HTA003C,7,ENDURANCE LIFT SOLUTIONS LLC,FIBER COMPOSITE BETHEL LANE,2016,HOWARD,3533,OIL AND GAS FIELD MACHINERY,0,0,0,0.08,0.08,0,6.62
RN106162084,32.25414239,-101.4296188,HTA006F,7,R2R AND D LLC,FIBERGLASS PULTRUSION FACILITY,2016,HOWARD,3533,OIL AND GAS FIELD MACHINERY,0,0,0,0.001,0.001,0,3.214
RN100753755,33.07847994,-96.0773426,HV0010T,4,L-3 COMMUNICATIONS INTEGRATED SYSTEMS LP,GREENVILLE DIVISION,2016,HUNT,3669,COMMUNICATIONS EQUIPMENT NEC,4.1849,8.7436,0,0.5894,0.5894,0.0271,52.8706
RN102333911,33.03494833,-96.20441236,HV0013N,4,EXPLORER PIPELINE CO,GREENVILLE STATION,2016,HUNT,4613,REFINED PETROLEUM PIPELINES,0,0,0,0,0,0,37.6251
RN100223023,33.17153451,-96.12633435,HV0023K,4,GREENVILLE ELECTRIC UTILITY SYSTEM,POWER LANE STEAM PLANT,2016,HUNT,4911,ELECTRIC SERVICES,20.6496,28.6992,0,6.5466,6.5466,0.0625,20.0155
RN102071032,33.17706356,-95.88046117,HV0167I,4,REPUBLIC MALOY LANDFILL & SANITATION INC,REPUBLIC MALOY LANDFILL,2016,HUNT,4953,REFUSE SYSTEMS,7.39,1.78,0,12.894,7.454,0,9.499
RN101865715,35.661453,-101.3943545,HW0004D,1,AGRIUM US INC,BORGER NITROGEN OPERATIONS,2016,HUTCHINSON,2873,NITROGENOUS FERTILIZERS,197.2093,195.5027,0,54.4897,44.8696,0.3415,22.6596
RN100225242,35.64772758,-101.5892089,HW0010I,1,NATURAL GAS PIPELINE CO OF AMERICA LLC,COMPRESSOR STATION 111,2016,HUTCHINSON,4922,NATURAL GAS TRANSMISSION,0,0,0,0,0,0,0.051
RN100222413,35.66310563,-101.4342047,HW0017R,1,SID RICHARDSON CARBON LTD,BORGER CARBON BLACK PLT,2016,HUTCHINSON,2895,CARBON BLACK,1528.5619,714.5209,0,139.1598,63.2462,5184.1311,21.4826
RN102495884,35.68563304,-101.3713669,HW0018P,1,PHILLIPS 66 COMPANY,BORGER REFINERY,2016,HUTCHINSON,2911,PETROLEUM REFINING,661.462,1080.3964,0.0824,247.2363,205.9139,209.0956,1143.7645
RN100216613,35.67682568,-101.4023556,HW0020F,1,DCP OPERATING COMPANY LP,ROCK CREEK GAS PLANT,2016,HUTCHINSON,1321,NATURAL GAS LIQUIDS,161.9849,464.7001,0,9.7417,9.7417,185.0959,78.7837
RN107829640,35.705085,-101.357129,HWA002B,1,SOLVAY SPECIALTY POLYMERS USA LLC,SOLVAY SPECIALTY POLYMERS USA,2016,HUTCHINSON,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",26.7288,16.1284,0,4.7008,4.7008,0.1909,17.3807
RN101062099,29.74258697,-95.17200283,HX0029W,12,MEMC PASADENA INC,POLYSILICON FACILITY,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,14.177,2.9303,0,4.167,0.1035,0.0016,6.2852
RN102874419,29.92992495,-95.6468025,HX1378K,12,STEWART & STEVENSON LLC,PAINT BOOTH,2016,HARRIS,3613,SWITCHGEAR & SWITCHBOARD APPARATUS,1.9492,7.5183,0,0.4125,0.4124,0.2805,3.6655
RN100222215,29.76941676,-95.02532995,HX1546N,12,AIR PRODUCTS LLC,AIR PRODUCTS BAYTOWN II PLANT,2016,HARRIS,2813,INDUSTRIAL GASES,55.203,9.415,0,9.4798,9.4758,0.101,3.986
RN100216142,29.95134009,-95.24963179,HX1553Q,12,WASTE MANAGEMENT OF TEXAS INC,ATASCOCITA RECYCLING & DISPOSAL FACILITY,2016,HARRIS,4953,REFUSE SYSTEMS,136.35,25.87,0,47.32,30.3,26.13,28.44
RN100558634,29.75172587,-95.31037755,HX1723P,12,SPECIALTY CONSTRUCTION BRANDS INC,FOSTER PRODUCTS CORP,2016,HARRIS,2891,ADHESIVES AND SEALANTS,0.0087,0.0108,0,0.0206,0.0205,0.0002,6.23
RN100224450,29.71424759,-95.06706234,HX1726J,12,LYONDELLBASELL ACETYLS LLC,LYONDELLBASELL ACETYLS,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",36.3522,7.9731,0,21.454,21.454,2.0287,117.8268
RN101379287,29.595177,-95.024781,HX1772C,12,AMERICAN ACRYL LP,AMERICAN ACRYL PASADENA,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2.9325,20.9725,0,7.222,6.798,4.608,20.17
RN102556404,29.83635755,-95.56994982,HX2114Q,12,EXTERRAN ENERGY SOLUTIONS LP,BRITTMOORE FACILITY,2016,HARRIS,3563,AIR AND GAS COMPRESSORS,0.8137,0.9686,0,2.7235,2.5751,0.0058,8.6691
RN100669589,29.63151074,-95.40186559,HX2270B,12,ELLWOOD TEXAS FORGE LP,ELLWOOD TEXAS FORGE,2016,HARRIS,3462,IRON AND STEEL FORGINGS,9.9539,11.9323,0,1.7637,1.6987,0.0712,3.4673
RN102830866,29.70234747,-95.05429159,HX2302N,12,LA PORTE METHANOL COMPANY LP,LA PORTE METHANOL,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",10.034,0.0004,0,0.0013,0.0001,0,12.2993
RN100217207,29.70244963,-95.05085684,HX2334A,12,LINDE GAS NORTH AMERICA LLC,LINDE GAS LA PORTE SYNGAS PLANT,2016,HARRIS,2813,INDUSTRIAL GASES,139.9207,38.8356,0,5.0139,4.4437,3.9821,18.1796
RN102320058,29.78936321,-95.43407321,HX2336T,12,GOODMAN MANUFACTURING COMPANY LP,FURNACE PLANT,2016,HARRIS,3585,REFRIGERATION & HEATING EQUIPMENT,7.0474,3.5442,0,0.7246,0.7246,0.5429,9.1147
RN100865716,29.73247432,-95.25684025,HX2340F,12,VALERO MARKETING AND SUPPLY COMPANY,HOUSTON ASPHALT TERMINAL,2016,HARRIS,2951,PAVING MIXTURES AND BLOCKS,3.6618,3.266,0,3.2253,3.2253,0.0265,9.2949
RN100220276,29.8386863,-95.1275352,HX2342B,12,EIF CHANNELVIEW COGENERATION LLC,CHANNELVIEW COGENERATION FACILITY,2016,HARRIS,4911,ELECTRIC SERVICES,281.2531,328.6052,0,147.4014,147.4014,17.411,27.442
RN100229012,29.92946747,-95.36989122,HX2680B,12,ROYAL BATHS MANUFACTURING COMPANY,BUSCHONG RD FACILITY,2016,HARRIS,3089,"PLASTICS PRODUCTS, NEC",0,0,0,0.4277,0,0,11.7048
RN102962446,29.71027604,-95.40025742,HX2687K,12,METHODIST  HOSPITAL,THE METHODIST HOSPITAL,2016,HARRIS,8062,GENERAL MEDICAL & SURGICAL HOSPITALS,14.7753,12.5253,0,35.7052,5.5722,1.6338,2.7567
RN100213107,29.71685879,-95.22539548,HX2690V,12,CHANNEL ENERGY CENTER LLC,CHANNEL ENERGY CENTER,2016,HARRIS,4911,ELECTRIC SERVICES,522.9918,180.1123,0.0001,66.63,64.56,7.06,8.7052
RN102495421,29.95134009,-95.24963179,HX2716F,12,TX LFG ENERGY LP,ATASCOCITA FACILITY,2016,HARRIS,4911,ELECTRIC SERVICES,214.6959,51.2857,0,5.2912,5.2912,17.5167,9.1229
RN100217827,29.96494151,-95.33517457,HX2726C,12,CITY OF HOUSTON-HOUSTON AIRPORT SYSTEM,BUSH IAH,2016,HARRIS,4581,"AIRPORTS, FLYING FIELDS, SERVICE",1.853,5.0894,0,6.7201,6.7201,0.2743,1.0667
RN100222033,29.7118662,-95.12796744,HX2762V,12,DEER PARK ENERGY CENTER LP,DEER PARK ENERGY CENTER,2016,HARRIS,4931,ELECTRIC AND OTHER SERVICES COMBINED,667.1328,281.1832,0,67.7232,67.7232,20.9181,42.824
RN103012183,29.71311585,-95.19340031,HX2763T,12,SEKISUI SPECIALTY CHEMICALS AMERICA LLC,PASADENA PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,4.999,3.469,0,0.3175,0.0013,0.3878,8.5012
RN102590775,29.71089025,-95.11910671,HX2786H,12,HEXION INC.,HEXION DEER PARK,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,9.743,1.1363,0,21.3212,0,45.2364,48.5142
RN100878750,29.75590797,-95.26566566,HX2816A,12,INDUSTRIAL INSULATION GROUP LLC,IIG,2016,HARRIS,3296,MINERAL WOOL,0,0,0,0,0,0,4.8135
RN100896216,29.89990696,-95.52479979,HX2831E,12,MAVERICK TUBE CORPORATION,TEXAS ARAI HOUSTON FACILITY,2016,HARRIS,3498,FABRICATED PIPE AND PIPE FITTINGS,0,0,0,0.2123,0.1599,0,0.6032
RN102537289,29.71612728,-95.08962235,HX2897U,12,INEOS USA LLC,POLYPROPYLENE PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,41.3146,11.1241,0,6.6344,0.4167,0.2338,58.6504
RN102663119,29.81821276,-95.24361927,HX2921C,12,TX LFG ENERGY LP,BLUEBONNET FACILITY,2016,HARRIS,4911,ELECTRIC SERVICES,7.5028,1.3741,0,0.4554,0.4554,0.0697,0.4276
RN102202520,33.09785747,-98.07337315,JA0027S,3,WORSHAM-STEED GAS STORAGE LLC,WORSHAM STEED GAS STORAGE,2016,JACK,4922,NATURAL GAS TRANSMISSION,10.4422,39.9856,0,1.7981,1.7981,0.1166,24.6497
RN100221985,33.1046425,-97.95254574,JA0068E,3,BRAZOS ELECTRIC POWER COOPERATIVE INC,JACK COUNTY GENERATION FACILITY,2016,JACK,4911,ELECTRIC SERVICES,177.85,229.87,0,52.717,51.38,11.71,10.965
RN100219245,28.91159906,-96.63151821,JB0030S,14,BOARDWALK FIELD SERVICES LLC,EDNA COMPRESSOR STATION,2016,JACKSON,4922,NATURAL GAS TRANSMISSION,8.69,389.24,0,3.09,3.09,0.04,50.4736
RN102157609,30.33339203,-94.07292548,JC0003K,10,WESTROCK TEXAS LP,EVADALE MILL,2016,JASPER,2631,PAPERBOARD MILLS,1873.7918,1934.933,0.0493,534.7204,56.2583,63.0089,319.6487
RN100221878,30.98464082,-94.13743683,JC0019S,10,TENNESSEE GAS PIPELINE COMPANY LLC,COMPRESSOR STATION 32,2016,JASPER,4922,NATURAL GAS TRANSMISSION,21.2987,66.4709,0,3.3065,3.3065,0.0772,8.183
RN100217132,30.45572494,-93.95014482,JC0028R,10,GEORGIA-PACIFIC WOOD PRODUCTS LLC,BUNA FACILITY,2016,JASPER,2421,SAWMILLS & PLANING MILLS GENERAL,0,0,0,0,0,0,0
RN100215169,30.90846043,-93.92107947,JC0058I,10,LOUISIANA-PACIFIC CORPORATION,JASPER OSB MILL,2016,JASPER,2493,RECONSTITUTED WOOD PRODUCTS,439.3989,128.0311,0.012,43.9039,41.2875,2.5513,95.3284
RN102168705,31.06250753,-93.96416197,JC0067H,10,ETC FIELD SERVICES LLC,BROOKELAND GAS PLANT,2016,JASPER,1321,NATURAL GAS LIQUIDS,98.713,39.8156,0,5.5224,5.5224,2.8775,10.4697
RN102457520,29.96001191,-93.89549609,JE0005H,10,TOTAL PETROCHEMICALS & REFINING USA INC,PORT ARTHUR REFINERY,2016,JEFFERSON,2911,PETROLEUM REFINING,450.6727,585.4807,0,176.9606,176.9606,337.9112,425.0961
RN102457520,29.96001191,-93.89549609,JE0005H,10,TOTAL PETROCHEMICALS & REFINING USA INC,PORT ARTHUR REFINERY,2016,JEFFERSON,2911,PETROLEUM REFINING,450.6727,585.4807,0,176.9606,176.9606,337.9112,425.0961
